Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
1170025071,KENSINGTON & CHELSEA,12,526256,178870,1,3 Pedestrian,2 Female,25-59,44,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170025491,KENSINGTON & CHELSEA,12,524340,181250,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170025511,KENSINGTON & CHELSEA,12,527000,178780,1,3 Pedestrian,2 Female,25-59,30,1,2 Serious,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
1170025522,KENSINGTON & CHELSEA,12,526670,178190,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170025539,KENSINGTON & CHELSEA,12,525090,178560,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170026040,KENSINGTON & CHELSEA,12,525580,178180,1,3 Pedestrian,2 Female,16-24,19,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170026068,KENSINGTON & CHELSEA,12,524110,181810,1,2 Passenger,2 Female,0-15,7,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170026121,KENSINGTON & CHELSEA,12,526415,177440,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170026154,KENSINGTON & CHELSEA,12,524130,179610,2,2 Passenger,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170026154,KENSINGTON & CHELSEA,12,524130,179610,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170026359,KENSINGTON & CHELSEA,12,524100,179640,2,2 Passenger,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170026359,KENSINGTON & CHELSEA,12,524100,179640,1,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170026359,KENSINGTON & CHELSEA,12,524100,179640,3,2 Passenger,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170026424,KENSINGTON & CHELSEA,12,524460,181000,1,3 Pedestrian,2 Female,60+,65,1,3 Slight,08 In Centre Of Carriageway,9 Unknown Or Other,1 Pedestrian, 
1170026441,KENSINGTON & CHELSEA,12,526760,178290,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170026918,KENSINGTON & CHELSEA,12,525020,178630,1,2 Passenger,2 Female,0-15,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170027008,KENSINGTON & CHELSEA,12,524770,179060,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170027028,KENSINGTON & CHELSEA,12,526970,178220,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170027083,KENSINGTON & CHELSEA,12,524100,180300,1,3 Pedestrian,2 Female,25-59,26,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1170027168,KENSINGTON & CHELSEA,12,526500,178000,1,3 Pedestrian,2 Female,25-59,49,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
1170027291,KENSINGTON & CHELSEA,12,526590,178510,1,1 Driver/Rider,1 Male,25-59,58,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170027584,KENSINGTON & CHELSEA,12,526340,178730,1,1 Driver/Rider,1 Male,16-24,24,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170027665,KENSINGTON & CHELSEA,12,526830,178370,1,1 Driver/Rider,2 Female,25-59,30,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170027816,KENSINGTON & CHELSEA,12,526370,177410,1,3 Pedestrian,1 Male,25-59,27,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170027831,KENSINGTON & CHELSEA,12,527290,178700,2,2 Passenger,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170027831,KENSINGTON & CHELSEA,12,527290,178700,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170028052,KENSINGTON & CHELSEA,12,525350,178810,1,2 Passenger,1 Male,0-15,7,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170028052,KENSINGTON & CHELSEA,12,525350,178810,2,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170028085,KENSINGTON & CHELSEA,12,525150,178510,1,1 Driver/Rider,1 Male,25-59,43,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170028381,KENSINGTON & CHELSEA,12,523340,181340,1,1 Driver/Rider,1 Male,25-59,52,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170028446,KENSINGTON & CHELSEA,12,528460,177900,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170028587,KENSINGTON & CHELSEA,12,526950,177490,1,1 Driver/Rider,1 Male,25-59,50,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170028607,KENSINGTON & CHELSEA,12,526410,177070,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170028623,KENSINGTON & CHELSEA,12,526540,178780,1,1 Driver/Rider,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170028640,KENSINGTON & CHELSEA,12,524870,181820,2,2 Passenger,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1170028640,KENSINGTON & CHELSEA,12,524870,181820,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170028650,KENSINGTON & CHELSEA,12,527080,178620,1,2 Passenger,2 Female,25-59,26,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
1170028779,KENSINGTON & CHELSEA,12,528170,178410,1,1 Driver/Rider,1 Male,25-59,42,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170028907,KENSINGTON & CHELSEA,12,524720,179110,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170029137,KENSINGTON & CHELSEA,12,527580,179470,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170029635,KENSINGTON & CHELSEA,12,525660,179660,1,3 Pedestrian,2 Female,16-24,19,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170029645,KENSINGTON & CHELSEA,12,525770,179700,1,2 Passenger,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170029645,KENSINGTON & CHELSEA,12,525770,179700,2,2 Passenger,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170029794,KENSINGTON & CHELSEA,12,525790,179700,1,3 Pedestrian,1 Male,25-59,47,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
1170030144,KENSINGTON & CHELSEA,12,524710,179100,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170030363,KENSINGTON & CHELSEA,12,527210,178760,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170030416,KENSINGTON & CHELSEA,12,526150,178680,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170030499,KENSINGTON & CHELSEA,12,524720,180460,2,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170030499,KENSINGTON & CHELSEA,12,524720,180460,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170030508,KENSINGTON & CHELSEA,12,525240,179070,1,3 Pedestrian,1 Male,25-59,41,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1170030777,KENSINGTON & CHELSEA,12,526140,177140,1,1 Driver/Rider,1 Male,25-59,43,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170030992,KENSINGTON & CHELSEA,12,525140,178710,1,2 Passenger,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170030992,KENSINGTON & CHELSEA,12,525140,178710,2,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170031053,KENSINGTON & CHELSEA,12,525920,178620,1,3 Pedestrian,2 Female,16-24,23,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
1170031117,KENSINGTON & CHELSEA,12,525170,180840,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170031356,KENSINGTON & CHELSEA,12,526290,178760,1,3 Pedestrian,2 Female,0-15,8,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
1170031377,KENSINGTON & CHELSEA,12,524380,181160,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170031399,KENSINGTON & CHELSEA,12,524440,181220,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170031655,KENSINGTON & CHELSEA,12,525020,181190,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170032010,KENSINGTON & CHELSEA,12,525700,178440,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170032068,KENSINGTON & CHELSEA,12,525250,178440,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170032140,KENSINGTON & CHELSEA,12,527850,179557,1,3 Pedestrian,1 Male,25-59,40,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170032191,KENSINGTON & CHELSEA,12,525700,178430,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170032813,KENSINGTON & CHELSEA,12,524630,180210,1,2 Passenger,2 Female,60+,68,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170033090,KENSINGTON & CHELSEA,12,526910,177520,1,3 Pedestrian,2 Female,25-59,32,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
1170033156,KENSINGTON & CHELSEA,12,527340,179190,1,3 Pedestrian,1 Male,25-59,43,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
1170033345,KENSINGTON & CHELSEA,12,524470,181340,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170033345,KENSINGTON & CHELSEA,12,524470,181340,2,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170033385,KENSINGTON & CHELSEA,12,526320,178720,1,3 Pedestrian,1 Male,60+,73,1,3 Slight,04 Crossing Road Within 50m Xing,9 Unknown Or Other,1 Pedestrian, 
1170033389,KENSINGTON & CHELSEA,12,525370,178820,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170033467,KENSINGTON & CHELSEA,12,527250,179160,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170033661,KENSINGTON & CHELSEA,12,526790,178760,1,1 Driver/Rider,1 Male,25-59,28,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170033719,KENSINGTON & CHELSEA,12,524320,181290,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170034083,KENSINGTON & CHELSEA,12,528008,178701,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170034142,KENSINGTON & CHELSEA,12,524150,181700,1,3 Pedestrian,1 Male,16-24,22,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1170034299,KENSINGTON & CHELSEA,12,525586,178535,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170034309,KENSINGTON & CHELSEA,12,527795,179650,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1170034315,KENSINGTON & CHELSEA,12,527900,178670,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170034331,KENSINGTON & CHELSEA,12,527650,177810,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170034356,KENSINGTON & CHELSEA,12,523710,181140,2,2 Passenger,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1170034356,KENSINGTON & CHELSEA,12,523710,181140,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1170034902,KENSINGTON & CHELSEA,12,525560,179570,1,3 Pedestrian,2 Female,60+,74,1,2 Serious,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1170034914,KENSINGTON & CHELSEA,12,525420,180480,1,2 Passenger,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170035201,KENSINGTON & CHELSEA,12,526340,177020,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170035221,KENSINGTON & CHELSEA,12,527460,179240,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170035230,KENSINGTON & CHELSEA,12,527870,178570,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170035318,KENSINGTON & CHELSEA,12,524350,179350,1,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170035372,KENSINGTON & CHELSEA,12,527790,177730,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1170035408,KENSINGTON & CHELSEA,12,525720,179680,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170035408,KENSINGTON & CHELSEA,12,525720,179680,2,2 Passenger,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170035674,KENSINGTON & CHELSEA,12,523840,180600,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170035674,KENSINGTON & CHELSEA,12,523840,180600,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170035697,KENSINGTON & CHELSEA,12,526200,177340,1,1 Driver/Rider,1 Male,60+,69,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170035842,KENSINGTON & CHELSEA,12,524180,179550,1,1 Driver/Rider,1 Male,25-59,46,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170035881,KENSINGTON & CHELSEA,12,525570,179080,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170035886,KENSINGTON & CHELSEA,12,526450,179230,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170035960,KENSINGTON & CHELSEA,12,526550,178580,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170035964,KENSINGTON & CHELSEA,12,527650,179280,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170035976,KENSINGTON & CHELSEA,12,526290,177390,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170036061,KENSINGTON & CHELSEA,12,524510,178980,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170036063,KENSINGTON & CHELSEA,12,526370,177780,1,3 Pedestrian,1 Male,25-59,53,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170036515,KENSINGTON & CHELSEA,12,526900,178450,1,3 Pedestrian,2 Female,25-59,54,1,3 Slight,08 In Centre Of Carriageway,9 Unknown Or Other,1 Pedestrian, 
1170036588,KENSINGTON & CHELSEA,12,526800,177450,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170036594,KENSINGTON & CHELSEA,12,524790,180330,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
1170036615,KENSINGTON & CHELSEA,12,525370,178810,1,3 Pedestrian,1 Male,16-24,22,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
1170036725,KENSINGTON & CHELSEA,12,526600,178790,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170036796,KENSINGTON & CHELSEA,12,526360,177160,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170037016,KENSINGTON & CHELSEA,12,528080,178630,1,3 Pedestrian,1 Male,25-59,47,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1170037043,KENSINGTON & CHELSEA,12,526820,177660,1,3 Pedestrian,2 Female,60+,64,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170037044,KENSINGTON & CHELSEA,12,524078,181301,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170037206,KENSINGTON & CHELSEA,12,523750,181320,1,3 Pedestrian,1 Male,0-15,6,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170037213,KENSINGTON & CHELSEA,12,528440,177900,2,2 Passenger,2 Female,60+,72,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170037213,KENSINGTON & CHELSEA,12,528440,177900,3,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170037213,KENSINGTON & CHELSEA,12,528440,177900,1,1 Driver/Rider,1 Male,60+,75,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170037298,KENSINGTON & CHELSEA,12,525070,181050,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170037340,KENSINGTON & CHELSEA,12,527890,179190,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170037391,KENSINGTON & CHELSEA,12,523940,182340,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170037468,KENSINGTON & CHELSEA,12,525250,178430,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170037486,KENSINGTON & CHELSEA,12,525800,178160,1,1 Driver/Rider,1 Male,25-59,32,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170037486,KENSINGTON & CHELSEA,12,525800,178160,2,1 Driver/Rider,1 Male,16-24,20,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170037689,KENSINGTON & CHELSEA,12,525430,180380,1,3 Pedestrian,2 Female,25-59,33,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1170037703,KENSINGTON & CHELSEA,12,526880,179000,1,3 Pedestrian,2 Female,25-59,31,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1170037975,KENSINGTON & CHELSEA,12,525350,179745,1,3 Pedestrian,1 Male,16-24,19,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
1170038085,KENSINGTON & CHELSEA,12,527400,179310,1,3 Pedestrian,2 Female,60+,63,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
1170038108,KENSINGTON & CHELSEA,12,524750,180680,1,3 Pedestrian,1 Male,16-24,22,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1170038323,KENSINGTON & CHELSEA,12,526265,178435,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170038323,KENSINGTON & CHELSEA,12,526265,178435,2,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170038395,KENSINGTON & CHELSEA,12,523710,182580,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170038584,KENSINGTON & CHELSEA,12,525760,178290,1,2 Passenger,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170038636,KENSINGTON & CHELSEA,12,526150,177670,1,2 Passenger,2 Female,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170038668,KENSINGTON & CHELSEA,12,526330,177270,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170038699,KENSINGTON & CHELSEA,12,526890,178850,1,3 Pedestrian,2 Female,60+,62,1,2 Serious,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
1170038715,KENSINGTON & CHELSEA,12,524440,181590,1,3 Pedestrian,1 Male,25-59,53,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
1170038780,KENSINGTON & CHELSEA,12,523650,182000,1,1 Driver/Rider,1 Male,0-15,12,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170038895,KENSINGTON & CHELSEA,12,526177,177688,1,1 Driver/Rider,1 Male,25-59,57,1,1 Fatal,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170038908,KENSINGTON & CHELSEA,12,523600,181960,1,1 Driver/Rider,2 Female,16-24,23,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170038914,KENSINGTON & CHELSEA,12,524130,179980,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170039279,KENSINGTON & CHELSEA,12,523690,182580,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170039290,KENSINGTON & CHELSEA,12,526910,178700,1,1 Driver/Rider,1 Male,25-59,37,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170039393,KENSINGTON & CHELSEA,12,528080,178380,1,2 Passenger,2 Female,60+,71,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170039394,KENSINGTON & CHELSEA,12,524290,181340,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170039513,KENSINGTON & CHELSEA,12,524950,179240,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170039530,KENSINGTON & CHELSEA,12,527870,179640,1,3 Pedestrian,1 Male,25-59,54,1,3 Slight,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
1170039642,KENSINGTON & CHELSEA,12,526230,178420,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
1170039727,KENSINGTON & CHELSEA,12,524040,180870,1,3 Pedestrian,2 Female,16-24,17,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
1170039848,KENSINGTON & CHELSEA,12,527950,178850,1,3 Pedestrian,1 Male,25-59,28,1,2 Serious,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
1170039889,KENSINGTON & CHELSEA,12,525290,179430,1,2 Passenger,1 Male,60+,71,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
1170039919,KENSINGTON & CHELSEA,12,527960,178310,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170039919,KENSINGTON & CHELSEA,12,527960,178310,2,3 Pedestrian,1 Male,25-59,52,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
1170039981,KENSINGTON & CHELSEA,12,528230,178250,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170039998,KENSINGTON & CHELSEA,12,523930,180320,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170040064,KENSINGTON & CHELSEA,12,526470,179130,1,1 Driver/Rider,1 Male,60+,69,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
1170040124,KENSINGTON & CHELSEA,12,526440,178490,1,1 Driver/Rider,1 Male,25-59,36,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170040127,KENSINGTON & CHELSEA,12,528544,177950,1,2 Passenger,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170040127,KENSINGTON & CHELSEA,12,528544,177950,2,2 Passenger,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170040169,KENSINGTON & CHELSEA,12,524720,180250,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
1170040190,KENSINGTON & CHELSEA,12,525730,178280,1,2 Passenger,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
1170040483,KENSINGTON & CHELSEA,12,524950,179240,1,1 Driver/Rider,1 Male,16-24,21,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
